sector,year,gas_type,value_mt_co2eq
Urea application,1992,GHG,0.118086
Urea application,1993,GHG,0.099875
Urea application,1994,GHG,0.098719
Urea application,1995,GHG,0.086267
Urea application,1996,GHG,0.087187
Urea application,1997,GHG,0.082634
Urea application,1998,GHG,0.095372
Urea application,1999,GHG,0.103534
Urea application,2000,GHG,0.091844
Urea application,2001,GHG,0.083637
Urea application,2002,GHG,0.080805
Urea application,2003,GHG,0.078483
Urea application,2004,GHG,0.066858
Urea application,2005,GHG,0.060815
Urea application,2006,GHG,0.064756
Urea application,2007,GHG,0.0509
Urea application,2008,GHG,0.066973
Urea application,2009,GHG,0.089021
Urea application,2010,GHG,0.098243
Urea application,2011,GHG,0.070266
Urea application,2012,GHG,0.046351
Urea application,2013,GHG,0.04709
Urea application,2014,GHG,0.05455
Urea application,2015,GHG,0.064266
Urea application,2016,GHG,0.08179
Urea application,2017,GHG,0.083989
Urea application,2018,GHG,0.090429
Urea application,2019,GHG,0.096082
Urea application,2020,GHG,0.110178
Urea application,2021,GHG,0.106404
Urea application,2022,GHG,0.143906
Urea application,2023,GHG,0.13923
Urea application,2024,GHG,0.172107
Waste,1990,GHG,1.709238
Waste,1991,GHG,1.799726
Waste,1992,GHG,1.872611
Waste,1993,GHG,1.928635
Waste,1994,GHG,1.978886
Waste,1995,GHG,2.019761
Waste,1996,GHG,1.884463
Waste,1997,GHG,1.577081
Waste,1998,GHG,1.626696
Waste,1999,GHG,1.630862
Waste,2000,GHG,1.643385
Waste,2001,GHG,1.766968
Waste,2002,GHG,1.88098
Waste,2003,GHG,1.935886
Waste,2004,GHG,1.656808
Waste,2005,GHG,1.454386
Waste,2006,GHG,1.489176
Waste,2007,GHG,0.962504
Waste,2008,GHG,0.800356
Waste,2009,GHG,0.603975
Waste,2010,GHG,0.588875
Waste,2011,GHG,0.68373
Waste,2012,GHG,0.589557
Waste,2013,GHG,0.755059
Waste,2014,GHG,0.949246
Waste,2015,GHG,1.020433
Waste,2016,GHG,1.015891
Waste,2017,GHG,0.978972
Waste,2018,GHG,0.934054
Waste,2019,GHG,0.898918
Waste,2020,GHG,0.879292
Waste,2021,GHG,0.824879
Waste,2022,GHG,0.870241
Waste,2023,GHG,0.843439
Waste,2024,GHG,0.837155
Wastewater treatment and discharge,1990,GHG,0.135253
Wastewater treatment and discharge,1991,GHG,0.135431
Wastewater treatment and discharge,1992,GHG,0.137132
Wastewater treatment and discharge,1993,GHG,0.137291
Wastewater treatment and discharge,1994,GHG,0.135945
Wastewater treatment and discharge,1995,GHG,0.135256
Wastewater treatment and discharge,1996,GHG,0.135337
Wastewater treatment and discharge,1997,GHG,0.134081
Wastewater treatment and discharge,1998,GHG,0.144943
Wastewater treatment and discharge,1999,GHG,0.143621
Wastewater treatment and discharge,2000,GHG,0.143438
Wastewater treatment and discharge,2001,GHG,0.146045
Wastewater treatment and discharge,2002,GHG,0.149813
Wastewater treatment and discharge,2003,GHG,0.133489
Wastewater treatment and discharge,2004,GHG,0.131834
Wastewater treatment and discharge,2005,GHG,0.134264
Wastewater treatment and discharge,2006,GHG,0.129451
Wastewater treatment and discharge,2007,GHG,0.131659
Wastewater treatment and discharge,2008,GHG,0.140421
Wastewater treatment and discharge,2009,GHG,0.141993
Wastewater treatment and discharge,2010,GHG,0.140055
Wastewater treatment and discharge,2011,GHG,0.138682
Wastewater treatment and discharge,2012,GHG,0.139311
Wastewater treatment and discharge,2013,GHG,0.138721
Wastewater treatment and discharge,2014,GHG,0.143386
Wastewater treatment and discharge,2015,GHG,0.143905
Wastewater treatment and discharge,2016,GHG,0.146682
Wastewater treatment and discharge,2017,GHG,0.148634
Wastewater treatment and discharge,2018,GHG,0.150394
Wastewater treatment and discharge,2019,GHG,0.152448
Wastewater treatment and discharge,2020,GHG,0.156187
Wastewater treatment and discharge,2021,GHG,0.15745
Wastewater treatment and discharge,2022,GHG,0.160767
Wastewater treatment and discharge,2023,GHG,0.163732
Wastewater treatment and discharge,2024,GHG,0.165297
Wetlands,1990,GHG,4.292221
Wetlands,1991,GHG,4.099152
Wetlands,1992,GHG,3.970243
Wetlands,1993,GHG,4.515179
Wetlands,1994,GHG,4.349712
Wetlands,1995,GHG,4.719965
Wetlands,1996,GHG,4.585926
Wetlands,1997,GHG,4.299675
Wetlands,1998,GHG,4.046499
Wetlands,1999,GHG,4.032204
Wetlands,2000,GHG,4.038612
Wetlands,2001,GHG,5.486689
Wetlands,2002,GHG,4.448521
Wetlands,2003,GHG,5.528401
Wetlands,2004,GHG,4.992298
Wetlands,2005,GHG,5.12348
Wetlands,2006,GHG,4.69186
Wetlands,2007,GHG,4.792938
Wetlands,2008,GHG,4.405898
Wetlands,2009,GHG,4.24643
Wetlands,2010,GHG,5.868543
Wetlands,2011,GHG,5.174817
Wetlands,2012,GHG,4.38667
Wetlands,2013,GHG,5.035374
Wetlands,2014,GHG,5.827041
Wetlands,2015,GHG,6.06043
Wetlands,2016,GHG,4.88982
Wetlands,2017,GHG,5.892753
Wetlands,2018,GHG,4.612036
Wetlands,2019,GHG,4.576113
Wetlands,2020,GHG,4.707533
Wetlands,2021,GHG,3.977346
Wetlands,2022,GHG,3.631599
Wetlands,2023,GHG,3.745575
Wetlands,2024,GHG,3.745575
Agricultural soils,1990,CO2,0.0
Agricultural soils,1991,CO2,0.0
Agricultural soils,1992,CO2,0.0
Agricultural soils,1993,CO2,0.0
Agricultural soils,1994,CO2,0.0
Agricultural soils,1995,CO2,0.0
Agricultural soils,1996,CO2,0.0
Agricultural soils,1997,CO2,0.0
Agricultural soils,1998,CO2,0.0
Agricultural soils,1999,CO2,0.0
Agricultural soils,2000,CO2,0.0
Agricultural soils,2001,CO2,0.0
Agricultural soils,2002,CO2,0.0
Agricultural soils,2003,CO2,0.0
Agricultural soils,2004,CO2,0.0
Agricultural soils,2005,CO2,0.0
Agricultural soils,2006,CO2,0.0
Agricultural soils,2007,CO2,0.0
Agricultural soils,2008,CO2,0.0
Agricultural soils,2009,CO2,0.0
Agricultural soils,2010,CO2,0.0
Agricultural soils,2011,CO2,0.0
Agricultural soils,2012,CO2,0.0
Agricultural soils,2013,CO2,0.0
Agricultural soils,2014,CO2,0.0
Agricultural soils,2015,CO2,0.0
Agricultural soils,2016,CO2,0.0
Agricultural soils,2017,CO2,0.0
Agricultural soils,2018,CO2,0.0
Agricultural soils,2019,CO2,0.0
Agricultural soils,2020,CO2,0.0
Agricultural soils,2021,CO2,0.0
Agricultural soils,2022,CO2,0.0
Agricultural soils,2023,CO2,0.0
Agricultural soils,2024,CO2,0.0
Agriculture,1990,CO2,1.19894
Agriculture,1991,CO2,1.194408
Agriculture,1992,CO2,1.168952
Agriculture,1993,CO2,1.267534
Agriculture,1994,CO2,1.278679
Agriculture,1995,CO2,1.648847
Agriculture,1996,CO2,1.438415
Agriculture,1997,CO2,1.382872
Agriculture,1998,CO2,1.283765
Agriculture,1999,CO2,1.395493
Agriculture,2000,CO2,1.392483
Agriculture,2001,CO2,1.414606
Agriculture,2002,CO2,1.287443
Agriculture,2003,CO2,1.444034
Agriculture,2004,CO2,1.270822
Agriculture,2005,CO2,1.332822
Agriculture,2006,CO2,1.273935
Agriculture,2007,CO2,1.33162
Agriculture,2008,CO2,1.280545
Agriculture,2009,CO2,1.212207
Agriculture,2010,CO2,1.282533
Agriculture,2011,CO2,1.145827
Agriculture,2012,CO2,0.966575
Agriculture,2013,CO2,1.178834
Agriculture,2014,CO2,1.001983
Agriculture,2015,CO2,0.995222
Agriculture,2016,CO2,1.063212
Agriculture,2017,CO2,0.993205
Agriculture,2018,CO2,1.173604
Agriculture,2019,CO2,1.069303
Agriculture,2020,CO2,1.136834
Agriculture,2021,CO2,1.326901
Agriculture,2022,CO2,1.599817
Agriculture,2023,CO2,1.355154
Agriculture,2024,CO2,1.392607
Agriculture/Forestry fuel combustion,1990,CO2,0.660295
Agriculture/Forestry fuel combustion,1991,CO2,0.685691
Agriculture/Forestry fuel combustion,1992,CO2,0.695214
Agriculture/Forestry fuel combustion,1993,CO2,0.698389
Agriculture/Forestry fuel combustion,1994,CO2,0.793624
Agriculture/Forestry fuel combustion,1995,CO2,0.91108
Agriculture/Forestry fuel combustion,1996,CO2,0.733308
Agriculture/Forestry fuel combustion,1997,CO2,0.758704
Agriculture/Forestry fuel combustion,1998,CO2,0.752355
Agriculture/Forestry fuel combustion,1999,CO2,0.793624
Agriculture/Forestry fuel combustion,2000,CO2,0.822194
Agriculture/Forestry fuel combustion,2001,CO2,0.831718
Agriculture/Forestry fuel combustion,2002,CO2,0.834892
Agriculture/Forestry fuel combustion,2003,CO2,0.838067
Agriculture/Forestry fuel combustion,2004,CO2,0.803147
Agriculture/Forestry fuel combustion,2005,CO2,0.861838
Agriculture/Forestry fuel combustion,2006,CO2,0.8262
Agriculture/Forestry fuel combustion,2007,CO2,0.78447
Agriculture/Forestry fuel combustion,2008,CO2,0.848791
Agriculture/Forestry fuel combustion,2009,CO2,0.719954
Agriculture/Forestry fuel combustion,2010,CO2,0.680968
Agriculture/Forestry fuel combustion,2011,CO2,0.652439
Agriculture/Forestry fuel combustion,2012,CO2,0.621702
Agriculture/Forestry fuel combustion,2013,CO2,0.539132
Agriculture/Forestry fuel combustion,2014,CO2,0.48307
Agriculture/Forestry fuel combustion,2015,CO2,0.465377
Agriculture/Forestry fuel combustion,2016,CO2,0.488659
Agriculture/Forestry fuel combustion,2017,CO2,0.506408
Agriculture/Forestry fuel combustion,2018,CO2,0.53849
Agriculture/Forestry fuel combustion,2019,CO2,0.557113
Agriculture/Forestry fuel combustion,2020,CO2,0.568316
Agriculture/Forestry fuel combustion,2021,CO2,0.565507
Agriculture/Forestry fuel combustion,2022,CO2,0.778882
Agriculture/Forestry fuel combustion,2023,CO2,0.697828
Agriculture/Forestry fuel combustion,2024,CO2,0.706668
Biological treatment of solid waste,1990,CO2,0.0
Biological treatment of solid waste,1991,CO2,0.0
Biological treatment of solid waste,1992,CO2,0.0
Biological treatment of solid waste,1993,CO2,0.0
Biological treatment of solid waste,1994,CO2,0.0
Biological treatment of solid waste,1995,CO2,0.0
Biological treatment of solid waste,1996,CO2,0.0
Biological treatment of solid waste,1997,CO2,0.0
Biological treatment of solid waste,1998,CO2,0.0
Biological treatment of solid waste,1999,CO2,0.0
Biological treatment of solid waste,2000,CO2,0.0
Biological treatment of solid waste,2001,CO2,0.0
Biological treatment of solid waste,2002,CO2,0.0
Biological treatment of solid waste,2003,CO2,0.0
Biological treatment of solid waste,2004,CO2,0.0
Biological treatment of solid waste,2005,CO2,0.0
Biological treatment of solid waste,2006,CO2,0.0
Biological treatment of solid waste,2007,CO2,0.0
Biological treatment of solid waste,2008,CO2,0.0
Biological treatment of solid waste,2009,CO2,0.0
Biological treatment of solid waste,2010,CO2,0.0
Biological treatment of solid waste,2011,CO2,0.0
Biological treatment of solid waste,2012,CO2,0.0
Biological treatment of solid waste,2013,CO2,0.0
Biological treatment of solid waste,2014,CO2,0.0
Biological treatment of solid waste,2015,CO2,0.0
Biological treatment of solid waste,2016,CO2,0.0
Biological treatment of solid waste,2017,CO2,0.0
Biological treatment of solid waste,2018,CO2,0.0
Biological treatment of solid waste,2019,CO2,0.0
Biological treatment of solid waste,2020,CO2,0.0
Biological treatment of solid waste,2021,CO2,0.0
Biological treatment of solid waste,2022,CO2,0.0
Biological treatment of solid waste,2023,CO2,0.0
Biological treatment of solid waste,2024,CO2,0.0
Chemical industry,1990,CO2,0.990233
Chemical industry,1991,CO2,1.030317
Chemical industry,1992,CO2,1.003561
Chemical industry,1993,CO2,0.946187
Chemical industry,1994,CO2,1.056626
Chemical industry,1995,CO2,0.973437
Chemical industry,1996,CO2,0.92285
Chemical industry,1997,CO2,1.073125
Chemical industry,1998,CO2,1.058806
Chemical industry,1999,CO2,0.942818
Chemical industry,2000,CO2,0.882294
Chemical industry,2001,CO2,1.041192
Chemical industry,2002,CO2,0.810898
Chemical industry,2003,CO2,0.000297
Chemical industry,2004,CO2,0.0
Chemical industry,2005,CO2,0.0
Chemical industry,2006,CO2,0.0
Chemical industry,2007,CO2,0.0
Chemical industry,2008,CO2,0.0
Chemical industry,2009,CO2,0.0
Chemical industry,2010,CO2,0.0
Chemical industry,2011,CO2,0.0
Chemical industry,2012,CO2,0.0
Chemical industry,2013,CO2,0.0
Chemical industry,2014,CO2,0.0
Chemical industry,2015,CO2,0.0
Chemical industry,2016,CO2,0.0
Chemical industry,2017,CO2,0.0
Chemical industry,2018,CO2,0.0
Chemical industry,2019,CO2,0.0
Chemical industry,2020,CO2,0.0
Chemical industry,2021,CO2,0.0
Chemical industry,2022,CO2,0.0
Chemical industry,2023,CO2,0.0
Chemical industry,2024,CO2,0.0
Commercial Services,1990,CO2,1.004294
Commercial Services,1991,CO2,1.02229
Commercial Services,1992,CO2,1.016246
Commercial Services,1993,CO2,1.003672
Commercial Services,1994,CO2,1.09408
Commercial Services,1995,CO2,1.072487
Commercial Services,1996,CO2,0.968532
Commercial Services,1997,CO2,0.976185
Commercial Services,1998,CO2,0.962769
Commercial Services,1999,CO2,0.995519
Commercial Services,2000,CO2,1.020924
Commercial Services,2001,CO2,1.010801
Commercial Services,2002,CO2,0.976739
Commercial Services,2003,CO2,1.073829
Commercial Services,2004,CO2,1.041784
Commercial Services,2005,CO2,1.073814
Commercial Services,2006,CO2,1.067628
Commercial Services,2007,CO2,1.063856
Commercial Services,2008,CO2,1.107901
Commercial Services,2009,CO2,0.877248
Commercial Services,2010,CO2,0.976332
Commercial Services,2011,CO2,0.900131
Commercial Services,2012,CO2,0.948516
Commercial Services,2013,CO2,0.945755
Commercial Services,2014,CO2,0.84519
Commercial Services,2015,CO2,0.957126
Commercial Services,2016,CO2,0.853357
Commercial Services,2017,CO2,0.790783
Commercial Services,2018,CO2,0.861994
Commercial Services,2019,CO2,0.832399
Commercial Services,2020,CO2,0.667628
Commercial Services,2021,CO2,0.754855
Commercial Services,2022,CO2,0.727537
Commercial Services,2023,CO2,0.706829
Commercial Services,2024,CO2,0.764344
Cropland,1990,CO2,-0.048152
Cropland,1991,CO2,-0.048669
Cropland,1992,CO2,-0.04955
Cropland,1993,CO2,-0.045897
Cropland,1994,CO2,-0.048795
Cropland,1995,CO2,-0.044744
Cropland,1996,CO2,-0.049033
Cropland,1997,CO2,-0.046089
Cropland,1998,CO2,-0.044214
Cropland,1999,CO2,-0.039227
Cropland,2000,CO2,0.001295
Cropland,2001,CO2,0.166241
Cropland,2002,CO2,0.186023
Cropland,2003,CO2,0.106873
Cropland,2004,CO2,0.100005
Cropland,2005,CO2,0.042652
Cropland,2006,CO2,-0.027423
Cropland,2007,CO2,-0.009607
Cropland,2008,CO2,0.082503
Cropland,2009,CO2,-0.013078
Cropland,2010,CO2,-0.113181
Cropland,2011,CO2,-0.069106
Cropland,2012,CO2,0.013315
Cropland,2013,CO2,-0.004849
Cropland,2014,CO2,-0.051204
Cropland,2015,CO2,-0.07134
Cropland,2016,CO2,-0.09259
Cropland,2017,CO2,-0.092019
Cropland,2018,CO2,-0.154822
Cropland,2019,CO2,-0.142391
Cropland,2020,CO2,-0.125212
Cropland,2021,CO2,-0.101309
Cropland,2022,CO2,-0.083406
Cropland,2023,CO2,0.081614
Cropland,2024,CO2,-0.098159
Domestic aviation,1990,CO2,0.04798
Domestic aviation,1991,CO2,0.043509
Domestic aviation,1992,CO2,0.043128
Domestic aviation,1993,CO2,0.037097
Domestic aviation,1994,CO2,0.038556
Domestic aviation,1995,CO2,0.045337
Domestic aviation,1996,CO2,0.048512
Domestic aviation,1997,CO2,0.050965
Domestic aviation,1998,CO2,0.056342
Domestic aviation,1999,CO2,0.063806
Domestic aviation,2000,CO2,0.069039
Domestic aviation,2001,CO2,0.068592
Domestic aviation,2002,CO2,0.06798
Domestic aviation,2003,CO2,0.070557
Domestic aviation,2004,CO2,0.06734
Domestic aviation,2005,CO2,0.079513
Domestic aviation,2006,CO2,0.091238
Domestic aviation,2007,CO2,0.084281
Domestic aviation,2008,CO2,0.079828
Domestic aviation,2009,CO2,0.065049
Domestic aviation,2010,CO2,0.049081
Domestic aviation,2011,CO2,0.024439
Domestic aviation,2012,CO2,0.014861
Domestic aviation,2013,CO2,0.015239
Domestic aviation,2014,CO2,0.014565
Domestic aviation,2015,CO2,0.015505
Domestic aviation,2016,CO2,0.016701
Domestic aviation,2017,CO2,0.017405
Domestic aviation,2018,CO2,0.016548
Domestic aviation,2019,CO2,0.017764
Domestic aviation,2020,CO2,0.013489
Domestic aviation,2021,CO2,0.019538
Domestic aviation,2022,CO2,0.021504
Domestic aviation,2023,CO2,0.023034
Domestic aviation,2024,CO2,0.030954
Domestic navigation,1990,CO2,0.0849
Domestic navigation,1991,CO2,0.081766
Domestic navigation,1992,CO2,0.091208
Domestic navigation,1993,CO2,0.091208
Domestic navigation,1994,CO2,0.103744
Domestic navigation,1995,CO2,0.091168
Domestic navigation,1996,CO2,0.103906
Domestic navigation,1997,CO2,0.10704
Domestic navigation,1998,CO2,0.116564
Domestic navigation,1999,CO2,0.129221
Domestic navigation,2000,CO2,0.151093
Domestic navigation,2001,CO2,0.151027
Domestic navigation,2002,CO2,0.160364
Domestic navigation,2003,CO2,0.172834
Domestic navigation,2004,CO2,0.224772
Domestic navigation,2005,CO2,0.209014
Domestic navigation,2006,CO2,0.247526
Domestic navigation,2007,CO2,0.195473
Domestic navigation,2008,CO2,0.202604
Domestic navigation,2009,CO2,0.197445
Domestic navigation,2010,CO2,0.198035
Domestic navigation,2011,CO2,0.171921
Domestic navigation,2012,CO2,0.181686
Domestic navigation,2013,CO2,0.177716
Domestic navigation,2014,CO2,0.222472
Domestic navigation,2015,CO2,0.219427
Domestic navigation,2016,CO2,0.263685
Domestic navigation,2017,CO2,0.232834
Domestic navigation,2018,CO2,0.257525
Domestic navigation,2019,CO2,0.274275
Domestic navigation,2020,CO2,0.335419
Domestic navigation,2021,CO2,0.35868
Domestic navigation,2022,CO2,0.302595
Domestic navigation,2023,CO2,0.283837
Domestic navigation,2024,CO2,0.283837
Energy Industries,1990,CO2,11.145012
Energy Industries,1991,CO2,11.604437
Energy Industries,1992,CO2,12.263693
Energy Industries,1993,CO2,12.282244
Energy Industries,1994,CO2,12.618232
Energy Industries,1995,CO2,13.301427
Energy Industries,1996,CO2,14.016868
Energy Industries,1997,CO2,14.674047
Energy Industries,1998,CO2,15.057168
Energy Industries,1999,CO2,15.751387
Energy Industries,2000,CO2,16.028432
Energy Industries,2001,CO2,17.295089
Energy Industries,2002,CO2,16.31468
Energy Industries,2003,CO2,15.611031
Energy Industries,2004,CO2,15.234593
Energy Industries,2005,CO2,15.718592
Energy Industries,2006,CO2,14.958758
Energy Industries,2007,CO2,14.45831
Energy Industries,2008,CO2,14.555186
Energy Industries,2009,CO2,12.972097
Energy Industries,2010,CO2,13.22801
Energy Industries,2011,CO2,11.844579
Energy Industries,2012,CO2,12.683416
Energy Industries,2013,CO2,11.331215
Energy Industries,2014,CO2,11.12626
Energy Industries,2015,CO2,11.737905
Energy Industries,2016,CO2,12.443944
Energy Industries,2017,CO2,11.636729
Energy Industries,2018,CO2,10.313884
Energy Industries,2019,CO2,9.072229
Energy Industries,2020,CO2,8.440965
Energy Industries,2021,CO2,9.989314
Energy Industries,2022,CO2,9.798896
Energy Industries,2023,CO2,7.668534
Energy Industries,2024,CO2,6.959336
Enteric fermentation,1990,CO2,0.0
Enteric fermentation,1991,CO2,0.0
Enteric fermentation,1992,CO2,0.0
Enteric fermentation,1993,CO2,0.0
Enteric fermentation,1994,CO2,0.0
Enteric fermentation,1995,CO2,0.0
Enteric fermentation,1996,CO2,0.0
Enteric fermentation,1997,CO2,0.0
Enteric fermentation,1998,CO2,0.0
Enteric fermentation,1999,CO2,0.0
Enteric fermentation,2000,CO2,0.0
Enteric fermentation,2001,CO2,0.0
Enteric fermentation,2002,CO2,0.0
Enteric fermentation,2003,CO2,0.0
Enteric fermentation,2004,CO2,0.0
Enteric fermentation,2005,CO2,0.0
Enteric fermentation,2006,CO2,0.0
Enteric fermentation,2007,CO2,0.0
Enteric fermentation,2008,CO2,0.0
Enteric fermentation,2009,CO2,0.0
Enteric fermentation,2010,CO2,0.0
Enteric fermentation,2011,CO2,0.0
Enteric fermentation,2012,CO2,0.0
Enteric fermentation,2013,CO2,0.0
Enteric fermentation,2014,CO2,0.0
Enteric fermentation,2015,CO2,0.0
Enteric fermentation,2016,CO2,0.0
Enteric fermentation,2017,CO2,0.0
Enteric fermentation,2018,CO2,0.0
Enteric fermentation,2019,CO2,0.0
Enteric fermentation,2020,CO2,0.0
Enteric fermentation,2021,CO2,0.0
Enteric fermentation,2022,CO2,0.0
Enteric fermentation,2023,CO2,0.0
Enteric fermentation,2024,CO2,0.0
F-Gases,1990,CO2,0.0
F-Gases,1991,CO2,0.0
F-Gases,1992,CO2,0.0
F-Gases,1993,CO2,0.0
F-Gases,1994,CO2,0.0
F-Gases,1995,CO2,0.0
F-Gases,1996,CO2,0.0
F-Gases,1997,CO2,0.0
F-Gases,1998,CO2,0.0
F-Gases,1999,CO2,0.0
F-Gases,2000,CO2,0.0
F-Gases,2001,CO2,0.0
F-Gases,2002,CO2,0.0
F-Gases,2003,CO2,0.0
F-Gases,2004,CO2,0.0
F-Gases,2005,CO2,0.0
F-Gases,2006,CO2,0.0
F-Gases,2007,CO2,0.0
F-Gases,2008,CO2,0.0
F-Gases,2009,CO2,0.0
F-Gases,2010,CO2,0.0
F-Gases,2011,CO2,0.0
F-Gases,2012,CO2,0.0
F-Gases,2013,CO2,0.0
F-Gases,2014,CO2,0.0
F-Gases,2015,CO2,0.0
F-Gases,2016,CO2,0.0
F-Gases,2017,CO2,0.0
F-Gases,2018,CO2,0.0
F-Gases,2019,CO2,0.0
F-Gases,2020,CO2,0.0
F-Gases,2021,CO2,0.0
F-Gases,2022,CO2,0.0
F-Gases,2023,CO2,0.0
F-Gases,2024,CO2,0.0
Fishing,1990,CO2,0.086932
Fishing,1991,CO2,0.093943
Fishing,1992,CO2,0.100051
Fishing,1993,CO2,0.11197
Fishing,1994,CO2,0.116694
Fishing,1995,CO2,0.156904
Fishing,1996,CO2,0.133886
Fishing,1997,CO2,0.118047
Fishing,1998,CO2,0.130457
Fishing,1999,CO2,0.115108
Fishing,2000,CO2,0.112062
Fishing,2001,CO2,0.113969
Fishing,2002,CO2,0.097846
Fishing,2003,CO2,0.140725
Fishing,2004,CO2,0.160021
Fishing,2005,CO2,0.143435
Fishing,2006,CO2,0.128123
Fishing,2007,CO2,0.119484
Fishing,2008,CO2,0.102573
Fishing,2009,CO2,0.09591
Fishing,2010,CO2,0.075387
Fishing,2011,CO2,0.062444
Fishing,2012,CO2,0.069126
Fishing,2013,CO2,0.076919
Fishing,2014,CO2,0.073288
Fishing,2015,CO2,0.064433
Fishing,2016,CO2,0.059166
Fishing,2017,CO2,0.070062
Fishing,2018,CO2,0.083628
Fishing,2019,CO2,0.072205
Fishing,2020,CO2,0.058857
Fishing,2021,CO2,0.057585
Fishing,2022,CO2,0.053052
Fishing,2023,CO2,0.060301
Fishing,2024,CO2,0.060301
Forest land,1990,CO2,-2.924881
Forest land,1991,CO2,-3.028594
Forest land,1992,CO2,-2.444236
Forest land,1993,CO2,-2.529513
Forest land,1994,CO2,-2.136541
Forest land,1995,CO2,-1.797493
Forest land,1996,CO2,-1.618048
Forest land,1997,CO2,-2.293975
Forest land,1998,CO2,-1.879186
Forest land,1999,CO2,-1.738004
Forest land,2000,CO2,-0.688876
Forest land,2001,CO2,-1.041028
Forest land,2002,CO2,-0.955375
Forest land,2003,CO2,-1.061348
Forest land,2004,CO2,-1.74992
Forest land,2005,CO2,-1.515801
Forest land,2006,CO2,-2.303936
Forest land,2007,CO2,-2.27908
Forest land,2008,CO2,-3.22914
Forest land,2009,CO2,-3.339325
Forest land,2010,CO2,-3.118978
Forest land,2011,CO2,-3.305199
Forest land,2012,CO2,-3.80475
Forest land,2013,CO2,-4.061355
Forest land,2014,CO2,-3.753619
Forest land,2015,CO2,-4.383707
Forest land,2016,CO2,-4.451968
Forest land,2017,CO2,-2.912828
Forest land,2018,CO2,-2.782005
Forest land,2019,CO2,-2.318473
Forest land,2020,CO2,-2.082278
Forest land,2021,CO2,-1.440344
Forest land,2022,CO2,-1.878544
Forest land,2023,CO2,-1.901631
Forest land,2024,CO2,2.487659
Fugitive emissions,1990,CO2,6e-06
Fugitive emissions,1991,CO2,6e-06
Fugitive emissions,1992,CO2,6e-06
Fugitive emissions,1993,CO2,7e-06
Fugitive emissions,1994,CO2,7e-06
Fugitive emissions,1995,CO2,8e-06
Fugitive emissions,1996,CO2,1.3e-05
Fugitive emissions,1997,CO2,1.8e-05
Fugitive emissions,1998,CO2,2.4e-05
Fugitive emissions,1999,CO2,0.038295
Fugitive emissions,2000,CO2,3.7e-05
Fugitive emissions,2001,CO2,0.056092
Fugitive emissions,2002,CO2,4.4e-05
Fugitive emissions,2003,CO2,4.5e-05
Fugitive emissions,2004,CO2,4.8e-05
Fugitive emissions,2005,CO2,4.3e-05
Fugitive emissions,2006,CO2,5e-05
Fugitive emissions,2007,CO2,6.1e-05
Fugitive emissions,2008,CO2,6.2e-05
Fugitive emissions,2009,CO2,6.5e-05
Fugitive emissions,2010,CO2,7.3e-05
Fugitive emissions,2011,CO2,6.2e-05
Fugitive emissions,2012,CO2,5.5e-05
Fugitive emissions,2013,CO2,5.2e-05
Fugitive emissions,2014,CO2,4.5e-05
Fugitive emissions,2015,CO2,0.000405
Fugitive emissions,2016,CO2,0.001367
Fugitive emissions,2017,CO2,0.00476
Fugitive emissions,2018,CO2,0.000205
Fugitive emissions,2019,CO2,0.000286
Fugitive emissions,2020,CO2,0.000334
Fugitive emissions,2021,CO2,0.000434
Fugitive emissions,2022,CO2,0.000214
Fugitive emissions,2023,CO2,0.00026
Fugitive emissions,2024,CO2,0.000335
Grassland,1990,CO2,2.260938
Grassland,1991,CO2,2.486006
Grassland,1992,CO2,1.993151
Grassland,1993,CO2,1.838299
Grassland,1994,CO2,1.78641
Grassland,1995,CO2,2.059076
Grassland,1996,CO2,1.845391
Grassland,1997,CO2,2.099863
Grassland,1998,CO2,2.035605
Grassland,1999,CO2,1.931953
Grassland,2000,CO2,1.648461
Grassland,2001,CO2,1.618307
Grassland,2002,CO2,2.011792
Grassland,2003,CO2,1.850213
Grassland,2004,CO2,1.684005
Grassland,2005,CO2,1.565969
Grassland,2006,CO2,1.443734
Grassland,2007,CO2,1.521684
Grassland,2008,CO2,1.631148
Grassland,2009,CO2,1.883069
Grassland,2010,CO2,1.250166
Grassland,2011,CO2,1.263597
Grassland,2012,CO2,1.317598
Grassland,2013,CO2,1.784458
Grassland,2014,CO2,1.248646
Grassland,2015,CO2,1.293679
Grassland,2016,CO2,1.314116
Grassland,2017,CO2,1.218364
Grassland,2018,CO2,1.063729
Grassland,2019,CO2,1.118423
Grassland,2020,CO2,1.265214
Grassland,2021,CO2,1.0979
Grassland,2022,CO2,1.114308
Grassland,2023,CO2,1.119838
Grassland,2024,CO2,1.666071
Harvested wood products,1990,CO2,-0.41304
Harvested wood products,1991,CO2,-0.40963
Harvested wood products,1992,CO2,-0.56058
Harvested wood products,1993,CO2,-0.5864
Harvested wood products,1994,CO2,-0.64576
Harvested wood products,1995,CO2,-0.6797
Harvested wood products,1996,CO2,-0.78972
Harvested wood products,1997,CO2,-0.79387
Harvested wood products,1998,CO2,-0.90323
Harvested wood products,1999,CO2,-0.88709
Harvested wood products,2000,CO2,-1.12325
Harvested wood products,2001,CO2,-1.11596
Harvested wood products,2002,CO2,-0.95341
Harvested wood products,2003,CO2,-1.18186
Harvested wood products,2004,CO2,-1.09041
Harvested wood products,2005,CO2,-1.12967
Harvested wood products,2006,CO2,-1.27392
